Shazam Top 200 Venezuela Chart
"Sunday, 7 March 2021 [performance over the past 7 days]"
Rank,Artist,Title
116,"Magic!","Rude"
117,"Kina Feat. Adriana Proenza","Can We Kiss Forever?"
118,"Nio García & Casper Mágico","Travesuras"
119,"Tesher","Jalebi Baby"
120,"Brytiago & Jay Wheeler","Desnudarte"
121,"Rauw Alejandro Feat. Chencho","El Efecto"
122,"Adso Alejandro","Como Si Nada"
123,"Capital Cities","Safe And Sound"
124,"Servando & Florentino","Te Encontré"
125,"Aaron Smith Feat. Luvli","Dancin (Krono Remix)"
126,"Los Inquietos","Buscaré Otro Amor"
127,"Doja Cat","Streets"
128,"XXXTENTACION","Hope"
129,"DJ Guuga","Acompanha O Grave"
130,"Farruko","La Tóxica"
131,"Farruko & El Alfa","XOXA (Premium)"
132,"Nacho & Chyno Miranda","Antivirus"
133,"The Neighbourhood","Sweater Weather"
134,"Marwa Loud","Bad Boy"
135,"Rihanna","Where Have You Been"
136,"Sia","Snowman"
137,"Maluma Feat. Lenny Tavárez & Justin Quiles","Parce"
138,"Alessia Cara & Lucian","Here (Lucian Remix)"
139,"GIVĒON","HEARTBREAK ANNIVERSARY"
140,"Tommee Profitt Feat. Fleurie & Jung Youth","In The End"
141,"Nio Garcia, Rauw Alejandro & Lenny Tavarez Feat. Myke Towers, Casper Magico & Darell","Mírame (Remix)"
142,"Buxxi & Jacob Bush","Como Tu No Hay Dos (Acoustic Version)"
143,"Dj Wayn","Va Va Vroum Vroum"
144,"Coolio Feat. L.V.","Gangsta's Paradise"
145,"Jay Wheeler, Myke Towers & Rauw Alejandro Feat. DJ Nelson, Jhay Cortez, Lunay & Kendo Kaponi","La Curiosidad (Blue Grand Prix Remix)"
146,"Jay Wheeler & DJ Nelson","Dime Que Si (Unplugged)"
147,"Tanczaca Krowa","Dancing Polish Cow"
148,"Rauw Alejandro","Enchule"
149,"Kidd Keo","Dracukeo"
150,"Bryant Myers & Miky Woodz","No Ando Solo"
151,"The Kid LAROI","WITHOUT YOU"
152,"Ryan Castro & BLESSED","Lejanía"
153,"Leyla Blue","What A Shame"
154,"Hoobastank","The Reason"
155,"Humbe","tú me hiciste volar"
156,"Grover Washington Jr.","Just The Two Of Us"
157,"Carlos Rivera & Maluma","100 Años"
158,"Coldplay","Hymn For The Weekend"
159,"ZAYN Feat. Sia","Dusk Till Dawn"
160,"Reik, Farruko & Camilo","Si Me Dices Que Sí"
161,"Rauw Alejandro","Perreo Pesau'"
162,"Sergio Valentino","Drive Forever"
163,"4 Non Blondes","What's Up?"
164,"Natalie Taylor","Surrender"
165,"Myke Towers, Farruko & Arcangel Feat. Sech & Zion","Si Se Da (Remix)"
166,"Alan Walker","Faded"
167,"Jeeiph","Bonita"
168,"Ozuna","Mala"
169,"C. Tangana, Niño de Elche & La Hungara","Tú Me Dejaste De Querer"
170,"El Alfa & Yandel & Myke Towers","Dembow Y Reggaeton"
171,"Marcelo D2 & Claudia","Desabafo / Deixa Eu Dizer"
172,"KAROL G","Ay, DiOs Mío!"
173,"Rauw Alejandro & J Balvin","De Cora <3"
174,"George Michael","Careless Whisper"
175,"AURORA","Runaway"
176,"Eurythmics","Sweet Dreams (Are Made Of This)"
177,"Chemical Surf","Pararam"
178,"Nathan Evans","Wellerman (Sea Shanty)"
179,"UB40","Kingston Town"
180,"Steve Aoki, Willy William & Sfera Ebbasta Feat. Sean Paul, El Alfa & Play-N-Skillz","Mambo"
181,"Camilo","Vida de Rico"
182,"Christian Nodal & Ángela Aguilar","Dime Cómo Quieres"
183,"Maroon 5","Girls Like You"
184,"Milly, Farruko & Myke Towers Feat. Lary Over, Rauw Alejandro & Sharo Towers","Date Tu Guille"
185,"Maluma","Hawái"
186,"Mabel Yeah","Boom Boom"
187,"Adele","Set Fire To The Rain (Thomas Gold Remix)"
188,"Tones And I","Fly Away"
189,"Maiky Moves, Jose Rodriguez & Rafa Arrieta","Boleto"
190,"Michael Bublé","Feeling Good"
191,"The Weeknd Feat. Daft Punk","I Feel It Coming"
192,"Manuel Turizo","Quiéreme Mientras Se Pueda"
193,"Justin Bieber & benny blanco","Lonely"
194,"Mark B.","Tamo Loco To"
195,"Farruko","Va A Ser Abuela"
196,"Dua Lipa","We're Good"
197,"Ovi, Myke Towers & Aleman Feat. Ñengo Flow","Las Leyendas Nunca Mueren"
198,"Indila","Dernière Danse"
199,"BTS","Dynamite"
200,"Kardinal Offishall Feat. Akon","Dangerous"
